"effort","total_infected"
0,2028
0.01,1921
0.06,1608
0.11,1316
0.16,1231
0.21,1170
0.26,1121
0.31,1098
0.36,1048
0.41,986
0.46,909
0.51,739
0.56,640
0.61,510
0.66,489
0.71,428
0.76,383
0.81,294
0.86,209
0.91,177
0.96,157
