"effort","total_infected"
0,1280
0.01,1205
0.06,1093
0.11,974
0.16,900
0.21,851
0.26,794
0.31,782
0.36,726
0.41,682
0.46,632
0.51,531
0.56,469
0.61,408
0.66,365
0.71,321
0.76,272
0.81,201
0.86,146
0.91,123
0.96,107
