"effort","total_infected"
0,2041
0.01,1946
0.06,1610
0.11,1340
0.16,1228
0.21,1167
0.26,1145
0.31,1085
0.36,1056
0.41,978
0.46,903
0.51,741
0.56,637
0.61,521
0.66,479
0.71,430
0.76,386
0.81,292
0.86,211
0.91,170
0.96,154
