"effort","total_infected"
0,1275
0.01,1249
0.06,1180
0.11,1112
0.16,1068
0.21,1114
0.26,1113
0.31,1107
0.36,1038
0.41,929
0.46,808
0.51,751
0.56,713
0.61,715
0.66,660
0.71,683
0.76,650
0.81,535
0.86,552
0.91,541
0.96,534
