"effort","total_infected"
0,1249
0.01,1244
0.06,1291
0.11,1269
0.16,1226
0.21,1233
0.26,1192
0.31,1204
0.36,1178
0.41,1145
0.46,1108
0.51,1080
0.56,1044
0.61,1009
0.66,968
0.71,901
0.76,835
0.81,750
0.86,651
0.91,523
0.96,233
