"effort","total_infected"
0,2009
0.01,2005
0.06,1919
0.11,1838
0.16,1669
0.21,1506
0.26,1449
0.31,1344
0.36,1176
0.41,1078
0.46,1023
0.51,883
0.56,743
0.61,635
0.66,536
0.71,422
0.76,318
0.81,221
0.86,11
0.91,10
0.96,10
