"effort","total_infected"
0,2044
0.01,1977
0.06,1837
0.11,1801
0.16,1659
0.21,1532
0.26,1400
0.31,1287
0.36,1249
0.41,1023
0.46,870
0.51,800
0.56,688
0.61,583
0.66,527
0.71,421
0.76,335
0.81,241
0.86,166
0.91,10
0.96,10
