"effort","total_infected"
0,2014
0.01,2028
0.06,1824
0.11,1726
0.16,1604
0.21,1445
0.26,1372
0.31,1266
0.36,1187
0.41,1041
0.46,958
0.51,839
0.56,736
0.61,644
0.66,555
0.71,452
0.76,354
0.81,256
0.86,179
0.91,10
0.96,10
