"effort","total_infected"
0,1283
0.01,1356
0.06,1358
0.11,1339
0.16,1231
0.21,1113
0.26,1037
0.31,945
0.36,865
0.41,764
0.46,686
0.51,655
0.56,523
0.61,449
0.66,373
0.71,308
0.76,245
0.81,156
0.86,105
0.91,65
0.96,15
