"effort","total_infected"
0,1270
0.01,1348
0.06,1376
0.11,1301
0.16,1172
0.21,1087
0.26,1025
0.31,924
0.36,873
0.41,772
0.46,675
0.51,598
0.56,533
0.61,427
0.66,350
0.71,278
0.76,221
0.81,154
0.86,112
0.91,68
0.96,10
