"effort","total_infected, edges_closed"
0,1220
0.01,1276
0.06,1304
0.11,1288
0.16,1236
0.21,1224
0.26,1268
0.31,1245
0.36,1257
0.41,1258
0.46,1289
0.51,1278
0.56,1230
0.61,1264
0.66,1259
0.71,1271
0.76,1308
0.81,1199
0.86,1263
0.91,1272
0.96,1250
