"effort","total_infected, edges_closed"
0,1239
0.01,1276
0.06,1243
0.11,1244
0.16,1234
0.21,1289
0.26,1284
0.31,1235
0.36,1249
0.41,1265
0.46,1223
0.51,1230
0.56,1261
0.61,1265
0.66,1216
0.71,1270
0.76,1243
0.81,1224
0.86,1303
0.91,1238
0.96,1256
