"effort","total_infected, edges_closed"
0,1272
0.01,1285
0.06,1273
0.11,1268
0.16,1241
0.21,1296
0.26,1301
0.31,1289
0.36,1265
0.41,1259
0.46,1269
0.51,1256
0.56,1246
0.61,1266
0.66,1264
0.71,1230
0.76,1282
0.81,1268
0.86,1288
0.91,1204
0.96,1230
