"effort","total_infected, edges_closed"
0,1274
0.01,1274
0.06,1275
0.11,1252
0.16,1275
0.21,1263
0.26,1229
0.31,1282
0.36,1272
0.41,1274
0.46,1244
0.51,1257
0.56,1262
0.61,1223
0.66,1243
0.71,1260
0.76,1265
0.81,1244
0.86,1239
0.91,1230
0.96,1239
