"effort","total_infected, edges_closed"
0,1273
0.01,1271
0.06,1257
0.11,1229
0.16,1283
0.21,1249
0.26,1263
0.31,1235
0.36,1250
0.41,1309
0.46,1249
0.51,1191
0.56,1268
0.61,1279
0.66,1252
0.71,1192
0.76,1237
0.81,1270
0.86,1265
0.91,1286
0.96,1274
