"effort","total_infected, edges_closed"
0,1249
0.01,1220
0.06,1256
0.11,1292
0.16,1288
0.21,1242
0.26,1279
0.31,1229
0.36,1258
0.41,1204
0.46,1247
0.51,1228
0.56,1248
0.61,1252
0.66,1269
0.71,1228
0.76,1226
0.81,1258
0.86,1232
0.91,1282
0.96,1232
