"effort","total_infected"
0,3286
0.01,3019
0.06,1682
0.11,805
0.16,657
0.21,407
0.26,57
0.31,40
0.36,24
0.41,21
0.46,18
0.51,12
0.56,6
0.61,5
0.66,5
0.71,5
0.76,5
0.81,5
0.86,5
0.91,5
0.96,3
