"effort","total_infected, edges_closed"
0,1255
0.01,1281
0.06,1356
0.11,1431
0.16,1492
0.21,1534
0.26,1582
0.31,1646
0.36,1699
0.41,1792
0.46,1804
0.51,1851
0.56,1877
0.61,1680
0.66,1249
0.71,497
0.76,305
0.81,304
0.86,321
0.91,306
0.96,312
