"effort","total_infected, edges_closed"
0,1279
0.01,1319
0.06,1376
0.11,1434
0.16,1522
0.21,1547
0.26,1598
0.31,1667
0.36,1735
0.41,1785
0.46,1812
0.51,1828
0.56,1844
0.61,1628
0.66,1193
0.71,485
0.76,421
0.81,419
0.86,412
0.91,399
0.96,425
