"effort","total_infected, edges_closed"
0,1236
0.01,1272
0.06,1398
0.11,1451
0.16,1528
0.21,1545
0.26,1564
0.31,1640
0.36,1717
0.41,1797
0.46,1820
0.51,1880
0.56,1865
0.61,1704
0.66,1151
0.71,522
0.76,501
0.81,480
0.86,479
0.91,469
0.96,472
