"effort","total_infected, edges_closed"
0,1232
0.01,1264
0.06,1400
0.11,1432
0.16,1517
0.21,1555
0.26,1599
0.31,1640
0.36,1713
0.41,1790
0.46,1830
0.51,1892
0.56,1855
0.61,1339
0.66,1011
0.71,401
0.76,336
0.81,359
0.86,347
0.91,335
0.96,353
