"effort","total_infected, edges_closed"
0,1282
0.01,1255
0.06,1372
0.11,1440
0.16,1513
0.21,1578
0.26,1588
0.31,1641
0.36,1724
0.41,1784
0.46,1798
0.51,1881
0.56,1835
0.61,1665
0.66,1166
0.71,412
0.76,280
0.81,300
0.86,296
0.91,299
0.96,301
