"effort","total_infected, edges_closed"
0,1277
0.01,1247
0.06,1362
0.11,1466
0.16,1502
0.21,1568
0.26,1551
0.31,1647
0.36,1730
0.41,1766
0.46,1816
0.51,1835
0.56,1842
0.61,1704
0.66,1064
0.71,216
0.76,155
0.81,158
0.86,154
0.91,158
0.96,154
