"effort","total_infected, edges_closed"
0,1223
0.01,1274
0.06,1386
0.11,1470
0.16,1496
0.21,1540
0.26,1581
0.31,1624
0.36,1681
0.41,1765
0.46,1832
0.51,1837
0.56,1823
0.61,1785
0.66,1032
0.71,475
0.76,399
0.81,414
0.86,404
0.91,405
0.96,416
