"effort","total_infected, edges_closed"
0,1255
0.01,1287
0.06,1413
0.11,1473
0.16,1504
0.21,1592
0.26,1633
0.31,1631
0.36,1728
0.41,1770
0.46,1786
0.51,1842
0.56,1847
0.61,1622
0.66,1025
0.71,351
0.76,314
0.81,311
0.86,305
0.91,311
0.96,313
