"effort","total_infected, edges_closed"
0,1268
0.01,1219
0.06,1390
0.11,1464
0.16,1491
0.21,1577
0.26,1589
0.31,1630
0.36,1722
0.41,1793
0.46,1851
0.51,1823
0.56,1864
0.61,1699
0.66,1127
0.71,471
0.76,386
0.81,405
0.86,402
0.91,407
0.96,417
