"effort","total_infected, edges_closed"
0,1266
0.01,1287
0.06,1386
0.11,1466
0.16,1512
0.21,1591
0.26,1559
0.31,1632
0.36,1726
0.41,1757
0.46,1821
0.51,1879
0.56,1840
0.61,1720
0.66,1278
0.71,440
0.76,343
0.81,339
0.86,333
0.91,334
0.96,345
