"effort","total_infected, edges_closed"
0,1266
0.01,1269
0.06,1338
0.11,1460
0.16,1481
0.21,1550
0.26,1617
0.31,1682
0.36,1711
0.41,1770
0.46,1823
0.51,1840
0.56,1844
0.61,1673
0.66,1006
0.71,252
0.76,237
0.81,230
0.86,239
0.91,245
0.96,242
