"effort","total_infected, edges_closed"
0,1246
0.01,1249
0.06,1399
0.11,1459
0.16,1494
0.21,1584
0.26,1601
0.31,1652
0.36,1700
0.41,1770
0.46,1824
0.51,1840
0.56,1853
0.61,1663
0.66,1119
0.71,409
0.76,368
0.81,380
0.86,373
0.91,376
0.96,369
