"effort","total_infected, edges_closed"
0,1205
0.01,1275
0.06,1432
0.11,1445
0.16,1499
0.21,1555
0.26,1615
0.31,1675
0.36,1750
0.41,1774
0.46,1800
0.51,1858
0.56,1864
0.61,1689
0.66,1034
0.71,325
0.76,164
0.81,164
0.86,170
0.91,167
0.96,161
