"effort","total_infected, edges_closed"
0,1252
0.01,1312
0.06,1378
0.11,1448
0.16,1510
0.21,1533
0.26,1605
0.31,1659
0.36,1726
0.41,1768
0.46,1836
0.51,1893
0.56,1871
0.61,1780
0.66,982
0.71,362
0.76,353
0.81,326
0.86,343
0.91,354
0.96,343
