"effort","total_infected, edges_closed"
0,1244
0.01,1255
0.06,1395
0.11,1475
0.16,1462
0.21,1590
0.26,1638
0.31,1641
0.36,1701
0.41,1753
0.46,1831
0.51,1852
0.56,1855
0.61,1749
0.66,1079
0.71,227
0.76,133
0.81,120
0.86,126
0.91,126
0.96,125
