"effort","total_infected, edges_closed"
0,1232
0.01,1290
0.06,1400
0.11,1461
0.16,1457
0.21,1575
0.26,1617
0.31,1616
0.36,1725
0.41,1792
0.46,1832
0.51,1815
0.56,1853
0.61,1666
0.66,1113
0.71,467
0.76,424
0.81,419
0.86,429
0.91,423
0.96,405
