"effort","total_infected, edges_closed"
0,1217
0.01,1298
0.06,1375
0.11,1410
0.16,1512
0.21,1575
0.26,1605
0.31,1639
0.36,1726
0.41,1785
0.46,1822
0.51,1864
0.56,1870
0.61,1666
0.66,1089
0.71,421
0.76,376
0.81,381
0.86,385
0.91,380
0.96,388
