"effort","total_infected, edges_closed"
0,1297
0.01,1308
0.06,1413
0.11,1453
0.16,1531
0.21,1566
0.26,1589
0.31,1656
0.36,1727
0.41,1762
0.46,1824
0.51,1865
0.56,1834
0.61,1659
0.66,1217
0.71,393
0.76,348
0.81,354
0.86,368
0.91,342
0.96,365
