"effort","total_infected, edges_closed"
0,1259
0.01,1295
0.06,1407
0.11,1461
0.16,1471
0.21,1527
0.26,1604
0.31,1662
0.36,1754
0.41,1775
0.46,1810
0.51,1881
0.56,1399
0.61,1394
0.66,1014
0.71,357
0.76,304
0.81,310
0.86,298
0.91,303
0.96,324
