"effort","total_infected, edges_closed"
0,1287
0.01,1296
0.06,1381
0.11,1452
0.16,1496
0.21,1538
0.26,1580
0.31,1643
0.36,1746
0.41,1805
0.46,1829
0.51,1837
0.56,1803
0.61,1752
0.66,1027
0.71,417
0.76,363
0.81,382
0.86,357
0.91,363
0.96,361
