"effort","total_infected, edges_closed"
0,1252
0.01,1296
0.06,1412
0.11,1468
0.16,1495
0.21,1547
0.26,1606
0.31,1679
0.36,1735
0.41,1766
0.46,1798
0.51,1853
0.56,1874
0.61,1690
0.66,692
0.71,362
0.76,318
0.81,323
0.86,329
0.91,310
0.96,309
