"effort","total_infected, edges_closed"
0,1235
0.01,1247
0.06,1419
0.11,1469
0.16,1514
0.21,1533
0.26,1616
0.31,1670
0.36,1693
0.41,1797
0.46,1847
0.51,1837
0.56,1788
0.61,1689
0.66,1066
0.71,499
0.76,444
0.81,469
0.86,475
0.91,463
0.96,455
