"effort","total_infected, edges_closed"
0,1269
0.01,1277
0.06,1416
0.11,1454
0.16,1514
0.21,1585
0.26,1619
0.31,1669
0.36,1721
0.41,1766
0.46,1862
0.51,1849
0.56,1861
0.61,1745
0.66,846
0.71,170
0.76,116
0.81,117
0.86,111
0.91,113
0.96,114
