"effort","total_infected, edges_closed"
0,1242
0.01,1310
0.06,1352
0.11,1458
0.16,1468
0.21,1566
0.26,1611
0.31,1641
0.36,1721
0.41,1764
0.46,1850
0.51,1857
0.56,1798
0.61,1667
0.66,1249
0.71,501
0.76,431
0.81,444
0.86,419
0.91,427
0.96,423
