"effort","total_infected, edges_closed"
0,1283
0.01,1290
0.06,1383
0.11,1460
0.16,1489
0.21,1572
0.26,1596
0.31,1687
0.36,1718
0.41,1767
0.46,1820
0.51,1867
0.56,1810
0.61,1789
0.66,1033
0.71,228
0.76,215
0.81,214
0.86,214
0.91,217
0.96,207
