"effort","total_infected, edges_closed"
0,1246
0.01,1295
0.06,1398
0.11,1462
0.16,1512
0.21,1544
0.26,1591
0.31,1652
0.36,1712
0.41,1796
0.46,1825
0.51,1897
0.56,1835
0.61,1753
0.66,1120
0.71,417
0.76,341
0.81,344
0.86,330
0.91,330
0.96,346
