"effort","total_infected, edges_closed"
0,1279
0.01,1284
0.06,1406
0.11,1471
0.16,1506
0.21,1522
0.26,1614
0.31,1633
0.36,1726
0.41,1790
0.46,1796
0.51,1859
0.56,1862
0.61,1678
0.66,1157
0.71,502
0.76,437
0.81,429
0.86,431
0.91,442
0.96,418
