"effort","total_infected, edges_closed"
0,1273
0.01,1284
0.06,1389
0.11,1442
0.16,1501
0.21,1549
0.26,1596
0.31,1668
0.36,1734
0.41,1762
0.46,1811
0.51,1886
0.56,1807
0.61,1564
0.66,1000
0.71,272
0.76,247
0.81,249
0.86,253
0.91,247
0.96,245
