"effort","total_infected, edges_closed"
0,1282
0.01,1284
0.06,1375
0.11,1462
0.16,1468
0.21,1532
0.26,1615
0.31,1637
0.36,1696
0.41,1796
0.46,1815
0.51,1856
0.56,1857
0.61,1698
0.66,1285
0.71,574
0.76,490
0.81,493
0.86,496
0.91,517
0.96,497
