"effort","total_infected, edges_closed"
0,1282
0.01,1266
0.06,1406
0.11,1444
0.16,1532
0.21,1578
0.26,1601
0.31,1635
0.36,1717
0.41,1788
0.46,1818
0.51,1858
0.56,1822
0.61,1543
0.66,1092
0.71,341
0.76,321
0.81,312
0.86,331
0.91,325
0.96,322
