"effort","total_infected, edges_closed"
0,1250
0.01,1269
0.06,1386
0.11,1437
0.16,1501
0.21,1550
0.26,1594
0.31,1669
0.36,1715
0.41,1780
0.46,1812
0.51,1836
0.56,1908
0.61,1708
0.66,1373
0.71,375
0.76,339
0.81,349
0.86,332
0.91,328
0.96,332
