"effort","total_infected"
0,1261
0.01,1225
0.06,1151
0.11,1102
0.16,994
0.21,944
0.26,870
0.31,806
0.36,769
0.41,672
0.46,651
0.51,590
0.56,543
0.61,483
0.66,458
0.71,410
0.76,348
0.81,294
0.86,240
0.91,184
0.96,95
