"effort","total_infected"
0,1287
0.01,1214
0.06,1164
0.11,1069
0.16,999
0.21,936
0.26,873
0.31,814
0.36,718
0.41,691
0.46,660
0.51,605
0.56,555
0.61,493
0.66,450
0.71,405
0.76,343
0.81,288
0.86,248
0.91,187
0.96,11
