"effort","total_infected"
0,1240
0.01,1278
0.06,1159
0.11,1096
0.16,1003
0.21,947
0.26,873
0.31,805
0.36,743
0.41,678
0.46,649
0.51,593
0.56,522
0.61,485
0.66,442
0.71,413
0.76,326
0.81,297
0.86,241
0.91,176
0.96,12
