"effort","total_infected"
0,1264
0.01,1265
0.06,1166
0.11,1081
0.16,1017
0.21,929
0.26,853
0.31,815
0.36,766
0.41,692
0.46,631
0.51,611
0.56,543
0.61,498
0.66,465
0.71,420
0.76,345
0.81,293
0.86,249
0.91,181
0.96,101
