"effort","total_infected"
0,1265
0.01,1260
0.06,1155
0.11,1129
0.16,1116
0.21,1099
0.26,1095
0.31,1114
0.36,1045
0.41,986
0.46,878
0.51,794
0.56,816
0.61,778
0.66,803
0.71,756
0.76,838
0.81,829
0.86,800
0.91,768
0.96,833
