"effort","total_infected"
0,1258
0.01,1256
0.06,1264
0.11,1290
0.16,1298
0.21,1316
0.26,1307
0.31,1309
0.36,1279
0.41,1330
0.46,1321
0.51,1291
0.56,1317
0.61,1311
0.66,1354
0.71,1352
0.76,1324
0.81,1303
0.86,1302
0.91,1310
0.96,1157
