"effort","total_infected, edges_closed"
0,1226
0.01,1217
0.06,1433
0.11,1368
0.16,1423
0.21,1434
0.26,1501
0.31,1535
0.36,1539
0.41,1559
0.46,1593
0.51,1598
0.56,1613
0.61,1616
0.66,1474
0.71,1238
0.76,614
0.81,310
0.86,239
0.91,25
0.96,14
