"effort","total_infected, edges_closed"
0,1278
0.01,1261
0.06,1379
0.11,1356
0.16,1430
0.21,1474
0.26,1496
0.31,1512
0.36,1540
0.41,1587
0.46,1603
0.51,1620
0.56,1597
0.61,1617
0.66,1514
0.71,1256
0.76,852
0.81,362
0.86,165
0.91,37
0.96,19
