"effort","total_infected, edges_closed"
0,1206
0.01,1229
0.06,1383
0.11,1377
0.16,1430
0.21,1468
0.26,1520
0.31,1473
0.36,1514
0.41,1592
0.46,1609
0.51,1641
0.56,1623
0.61,1641
0.66,1339
0.71,1320
0.76,615
0.81,301
0.86,127
0.91,16
0.96,10
