"effort","total_infected, edges_closed"
0,1253
0.01,1231
0.06,1387
0.11,1353
0.16,1403
0.21,1448
0.26,1516
0.31,1475
0.36,1531
0.41,1592
0.46,1623
0.51,1590
0.56,1627
0.61,1619
0.66,1515
0.71,1229
0.76,899
0.81,324
0.86,98
0.91,29
0.96,11
