"effort","total_infected, edges_closed"
0,1247
0.01,1245
0.06,1333
0.11,1367
0.16,1423
0.21,1425
0.26,1481
0.31,1506
0.36,1557
0.41,1596
0.46,1628
0.51,1602
0.56,1624
0.61,1609
0.66,1280
0.71,1090
0.76,666
0.81,373
0.86,207
0.91,31
0.96,10
