"effort","total_infected, edges_closed"
0,1249
0.01,1263
0.06,1262
0.11,1228
0.16,1250
0.21,1272
0.26,1280
0.31,1310
0.36,1240
0.41,1237
0.46,1248
0.51,1268
0.56,1264
0.61,1290
0.66,1231
0.71,1271
0.76,1310
0.81,1243
0.86,1266
0.91,1288
0.96,1237
