"effort","total_infected, edges_closed"
0,1244
0.01,1231
0.06,1346
0.11,1392
0.16,1431
0.21,1479
0.26,1466
0.31,1525
0.36,1563
0.41,1555
0.46,1614
0.51,1615
0.56,1641
0.61,1603
0.66,1528
0.71,1398
0.76,1021
0.81,697
0.86,353
0.91,41
0.96,12
