"effort","total_infected, edges_closed"
0,1288
0.01,1264
0.06,1262
0.11,1256
0.16,1303
0.21,1244
0.26,1212
0.31,1267
0.36,1243
0.41,1226
0.46,1238
0.51,1233
0.56,1256
0.61,1249
0.66,1274
0.71,1219
0.76,1274
0.81,1278
0.86,1276
0.91,1251
0.96,1256
