"effort","total_infected, edges_closed"
0,1254
0.01,1245
0.06,1282
0.11,1227
0.16,1268
0.21,1243
0.26,1263
0.31,1253
0.36,1302
0.41,1284
0.46,1246
0.51,1259
0.56,1279
0.61,1285
0.66,1240
0.71,1261
0.76,1275
0.81,1256
0.86,1243
0.91,1262
0.96,1268
