"effort","total_infected, edges_closed"
0,1224
0.01,1258
0.06,1268
0.11,1283
0.16,1227
0.21,1287
0.26,1244
0.31,1276
0.36,1237
0.41,1278
0.46,1273
0.51,1250
0.56,1266
0.61,1239
0.66,1278
0.71,1209
0.76,1249
0.81,1211
0.86,1269
0.91,1254
0.96,1251
